"","word","freq"
"""nepal"",","""nepal"",",7
"""china"",","""china"",",6
""""",",""""",",5
"""cropdiversity"",","""cropdiversity"",",4
"""agriculture"",","""agriculture"",",3
"""developingcountry"",","""developingcountry"",",3
"""farmingsystem"",","""farmingsystem"",",3
"""landmanagement"",","""landmanagement"",",3
"""agriculturalintensification"",","""agriculturalintensification"",",2
"""agriculturalpractice"",","""agriculturalpractice"",",2
"""carryingcapacity"",","""carryingcapacity"",",2
"""cropimprovement"",","""cropimprovement"",",2
"""cultivar"",","""cultivar"",",2
"""geneticdiversity"",","""geneticdiversity"",",2
"""geneticresources"",","""geneticresources"",",2
"""landdegradation"",","""landdegradation"",",2
"""livestock"",","""livestock"",",2
"""magnaporthegrisea"",","""magnaporthegrisea"",",2
"""manure"",","""manure"",",2
"""mountainenvironment"",","""mountainenvironment"",",2
"""nitrogen"",","""nitrogen"",",2
"""psophocarpustetragonolobus"",","""psophocarpustetragonolobus"",",2
"""pyriculariagrisea"",","""pyriculariagrisea"",",2
"""soilerosion"",","""soilerosion"",",2
"""subsistenceagriculture"",","""subsistenceagriculture"",",2
"""sustainableagriculture"",","""sustainableagriculture"",",2
"""agriculturalecosystem"",","""agriculturalecosystem"",",1
"""agriculturalefficiency"",","""agriculturalefficiency"",",1
"""agriculturalpolicy"",","""agriculturalpolicy"",",1
"""agriculturalproduction"",","""agriculturalproduction"",",1
"""agriculturalresearch"",","""agriculturalresearch"",",1
"""agriculturalsustainability"",","""agriculturalsustainability"",",1
"""agriculturalsystem"",","""agriculturalsystem"",",1
"""agriculturalworker"",","""agriculturalworker"",",1
"""agrobiodiversity"",","""agrobiodiversity"",",1
"""agroecology"",","""agroecology"",",1
"""agroforestry"",","""agroforestry"",",1
"""agroforestryresearch"",","""agroforestryresearch"",",1
"""animalfood"",","""animalfood"",",1
"""article"",","""article"",",1
"""bangladesh"",","""bangladesh"",",1
"""bhutan"")","""bhutan"")",1
"""bhutan"",","""bhutan"",",1
"""bioaccumulation"",","""bioaccumulation"",",1
"""biodiversity"",","""biodiversity"",",1
"""breeding"",","""breeding"",",1
"""carbon"",","""carbon"",",1
"""compost"",","""compost"",",1
"""cropdamage"",","""cropdamage"",",1
"""croppingsystem"",","""croppingsystem"",",1
"""cropvariety"",","""cropvariety"",",1
"""decomposition"",","""decomposition"",",1
"""disease"",","""disease"",",1
"""diseaseprevalence"",","""diseaseprevalence"",",1
"""diversity"",","""diversity"",",1
"""draughtanimalpower(dap)"",","""draughtanimalpower(dap)"",",1
"""draughtanimals"",","""draughtanimals"",",1
"""economicaspect"",","""economicaspect"",",1
"""ecosystem"",","""ecosystem"",",1
"""environmentaldegradation"",","""environmentaldegradation"",",1
"""environmentalmanagement"",","""environmentalmanagement"",",1
"""farmingsystems"",","""farmingsystems"",",1
"""fertilizer"",","""fertilizer"",",1
"""forage"",","""forage"",",1
"""forest"",","""forest"",",1
"""geneticline"",","""geneticline"",",1
"""geneticresource"",","""geneticresource"",",1
"""germplasm"",","""germplasm"",",1
"""government"",","""government"",",1
"""haplotype"",","""haplotype"",",1
"""hillfarming"",","""hillfarming"",",1
"""himachalpradesh"",","""himachalpradesh"",",1
"""homegarden"",","""homegarden"",",1
"""india"",","""india"",",1
"""india."",","""india."",",1
"""integratedapproach"",","""integratedapproach"",",1
"""interaction"",","""interaction"",",1
"""landresources"",","""landresources"",",1
"""landuse"",","""landuse"",",1
"""landusechange"",","""landusechange"",",1
"""landusesustainableagriculture"",","""landusesustainableagriculture"",",1
"""leaching"",","""leaching"",",1
"""livestockfarming"",","""livestockfarming"",",1
"""malusxdomestica"",","""malusxdomestica"",",1
"""man-environmentrelations"",","""man-environmentrelations"",",1
"""market"",","""market"",",1
"""mgr-fingerprinting"",","""mgr-fingerprinting"",",1
"""mountainagriculture"",","""mountainagriculture"",",1
"""mountainfarming"",","""mountainfarming"",",1
"""mountainregion"",","""mountainregion"",",1
"""myanmar"",","""myanmar"",",1
"""nbudget"",","""nbudget"",",1
"""nitrogenbalance"",","""nitrogenbalance"",",1
"""nitrogenmetabolism"",","""nitrogenmetabolism"",",1
"""nutrient"",","""nutrient"",",1
"""oryzasativa"",","""oryzasativa"",",1
"""pathogenintroduction"",","""pathogenintroduction"",",1
"""phaseolus(angiosperm)"",","""phaseolus(angiosperm)"",",1
"""plantgrowth"",","""plantgrowth"",",1
"""plantresources"",","""plantresources"",",1
"""plantspecies"",","""plantspecies"",",1
"""policies"",","""policies"",",1
"""policy"",","""policy"",",1
"""productivity"",","""productivity"",",1
"""resourcesassessment"",","""resourcesassessment"",",1
"""restrictionfragmentlengthpolymorphism"",","""restrictionfragmentlengthpolymorphism"",",1
"""rice"",","""rice"",",1
"""riceblast"",","""riceblast"",",1
"""ruraldevelopment"",","""ruraldevelopment"",",1
"""simulation"",","""simulation"",",1
"""smallholders"",","""smallholders"",",1
"""soil"",","""soil"",",1
"""solanumtuberosum"",","""solanumtuberosum"",",1
"""stability"",","""stability"",",1
"""subsistenceeconomy"",","""subsistenceeconomy"",",1
"""survey"",","""survey"",",1
"""sustainability"",","""sustainability"",",1
"""sustainableproductivity"",","""sustainableproductivity"",",1
"""tdndemandandsupply"",","""tdndemandandsupply"",",1
"""tetragonolobus"",","""tetragonolobus"",",1
"""traditionalagriculture"",","""traditionalagriculture"",",1
"""traditionalfarming"",","""traditionalfarming"",",1
"""traditionalfarmingsystemdenitrification"",","""traditionalfarmingsystemdenitrification"",",1
"""traditionalknowledge"",","""traditionalknowledge"",",1
"""transformedagriculture"",","""transformedagriculture"",",1
"""tree"",","""tree"",",1
"""triticumaestivum"",","""triticumaestivum"",",1
"""tropics"",","""tropics"",",1
"""uplandagriculture"",","""uplandagriculture"",",1
"""utilizationchina"",","""utilizationchina"",",1
"""varietalchoice"",","""varietalchoice"",",1
"""varietalmixtures"",","""varietalmixtures"",",1
"""weather"",","""weather"",",1
"""wingedbean"",","""wingedbean"",",1
"""winter"",","""winter"",",1
"""yield"",","""yield"",",1
"""yieldlosses"",","""yieldlosses"",",1
"""yunnan"",","""yunnan"",",1
"""yunnanprovince"",","""yunnanprovince"",",1
"""zhuoxi"",","""zhuoxi"",",1
"c(""ibuprofen"",","c(""ibuprofen"",",1
